UserID,RechargeID,Date,Amount,Validity,DataPackType
6,3080,22-07-2022,100,90,Premium
7,3081,12-01-2022,50,40,Standard
6,3082,25-02-2022,90,80,Premium
4,3083,02-10-2022,80,70,Premium
15,3084,11-12-2022,80,70,Premium
7,3085,31-07-2022,40,30,Standard
21,3086,16-03-2022,50,40,Standard
24,3087,03-07-2022,80,70,Premium
23,3088,01-08-2022,40,30,Standard
22,3089,21-08-2022,40,30,Standard
5,3090,15-06-2022,80,70,Premium
15,3091,20-03-2022,20,10,Basic
14,3092,09-08-2022,20,10,Basic
20,3093,02-09-2022,60,50,Standard
21,3094,28-11-2022,40,30,Standard
19,3095,02-05-2022,40,30,Standard
9,3096,02-05-2022,100,90,Premium
2,3097,04-05-2022,20,10,Basic
11,3098,15-12-2022,60,50,Standard
22,3099,05-07-2022,50,40,Standard
20,3100,19-12-2022,80,70,Premium
2,3101,14-09-2022,20,10,Basic
24,3102,04-05-2022,100,90,Premium
2,3103,19-03-2022,100,90,Premium
14,3104,30-05-2022,90,80,Premium
9,3105,12-04-2022,50,40,Standard
9,3106,18-05-2022,50,40,Standard
14,3107,06-10-2022,70,60,Premium
2,3108,01-06-2022,80,70,Premium
6,3109,11-01-2022,40,30,Standard
15,3110,19-04-2022,80,70,Premium
8,3111,22-10-2022,20,10,Basic
3,3112,22-07-2022,30,20,Basic
19,3113,22-11-2022,60,50,Standard
19,3114,29-05-2022,100,90,Premium
10,3115,04-01-2022,70,60,Premium
10,3116,28-12-2022,80,70,Premium
5,3117,27-01-2022,60,50,Standard
1,3118,11-02-2022,90,80,Premium
24,3119,05-01-2022,30,20,Basic
13,3120,26-12-2022,70,60,Premium
13,3121,19-06-2022,40,30,Standard
12,3122,02-08-2022,70,60,Premium
21,3123,06-08-2022,30,20,Basic
4,3124,02-05-2022,80,70,Premium
19,3125,13-09-2022,100,90,Premium
20,3126,18-02-2022,70,60,Premium
2,3127,04-05-2022,80,70,Premium
3,3128,23-03-2022,60,50,Standard
2,3129,19-07-2022,70,60,Premium
25,3130,24-10-2022,90,80,Premium
6,3131,04-04-2022,20,10,Basic
6,3132,17-09-2022,60,50,Standard
5,3133,22-04-2022,80,70,Premium
20,3134,22-03-2022,70,60,Premium
15,3135,29-05-2022,70,60,Premium
4,3136,20-02-2022,60,50,Standard
5,3137,04-12-2022,90,80,Premium
15,3138,22-04-2022,70,60,Premium
7,3139,17-11-2022,40,30,Standard
11,3140,06-01-2022,30,20,Basic
2,3141,01-04-2022,30,20,Basic
16,3142,09-03-2022,70,60,Premium
24,3143,01-02-2022,80,70,Premium
18,3144,02-10-2022,30,20,Basic
21,3145,09-07-2022,80,70,Premium
13,3146,18-06-2022,90,80,Premium
11,3147,18-03-2022,60,50,Standard
9,3148,15-07-2022,40,30,Standard
10,3149,26-08-2022,80,70,Premium
7,3150,14-08-2022,30,20,Basic
5,3151,26-02-2022,30,20,Basic
10,3152,22-04-2022,30,20,Basic
20,3153,17-12-2022,70,60,Premium
24,3154,17-12-2022,70,60,Premium
21,3155,04-12-2022,40,30,Standard
3,3156,28-08-2022,70,60,Premium
21,3157,24-04-2022,70,60,Premium
9,3158,30-03-2022,100,90,Premium
9,3159,28-01-2022,40,30,Standard
23,3160,11-07-2022,90,80,Premium
25,3161,14-12-2022,20,10,Basic
24,3162,14-10-2022,60,50,Standard
20,3163,02-12-2022,60,50,Standard
4,3164,02-04-2022,90,80,Premium
20,3165,11-01-2022,20,10,Basic
5,3166,18-12-2022,60,50,Standard
25,3167,28-06-2022,60,50,Standard
7,3168,19-12-2022,20,10,Basic
2,3169,02-06-2022,80,70,Premium
9,3170,04-05-2022,70,60,Premium
3,3171,08-03-2022,70,60,Premium
20,3172,14-03-2022,30,20,Basic
11,3173,31-01-2022,60,50,Standard
1,3174,22-04-2022,50,40,Standard
18,3175,08-09-2022,60,50,Standard
10,3176,29-11-2022,100,90,Premium
20,3177,23-12-2022,40,30,Standard
21,3178,03-12-2022,30,20,Basic
4,3179,02-06-2022,90,80,Premium
19,3180,21-02-2022,20,10,Basic
3,3181,30-05-2022,40,30,Standard
14,3182,17-01-2022,50,40,Standard
4,3183,03-10-2022,80,70,Premium
13,3184,06-01-2022,70,60,Premium
6,3185,16-06-2022,60,50,Standard
22,3186,15-03-2022,90,80,Premium
11,3187,30-12-2022,50,40,Standard
9,3188,04-05-2022,30,20,Basic
17,3189,20-10-2022,70,60,Premium
10,3190,01-05-2022,50,40,Standard
20,3191,08-01-2022,100,90,Premium
20,3192,06-01-2022,60,50,Standard
10,3193,03-05-2022,50,40,Standard
2,3194,23-06-2022,30,20,Basic
3,3195,17-03-2022,50,40,Standard
3,3196,26-07-2022,50,40,Standard
19,3197,22-05-2022,50,40,Standard
19,3198,10-02-2022,50,40,Standard
24,3199,21-02-2022,30,20,Basic
17,3200,08-10-2022,80,70,Premium
17,3201,02-03-2022,70,60,Premium
25,3202,12-04-2022,20,10,Basic
8,3203,03-01-2022,90,80,Premium
12,3204,27-04-2022,30,20,Basic
15,3205,23-02-2022,30,20,Basic
2,3206,18-03-2022,100,90,Premium
19,3207,07-01-2022,20,10,Basic
22,3208,26-12-2022,20,10,Basic
12,3209,19-11-2022,90,80,Premium
15,3210,20-12-2022,50,40,Standard
1,3211,20-04-2022,40,30,Standard
20,3212,17-06-2022,50,40,Standard
12,3213,20-08-2022,60,50,Standard
16,3214,08-01-2022,30,20,Basic
1,3215,03-07-2022,20,10,Basic
12,3216,18-12-2022,20,10,Basic
22,3217,11-04-2022,80,70,Premium
22,3218,19-11-2022,30,20,Basic
8,3219,03-04-2022,80,70,Premium
23,3220,13-10-2022,80,70,Premium
4,3221,27-06-2022,70,60,Premium
16,3222,19-11-2022,50,40,Standard
19,3223,12-12-2022,70,60,Premium
16,3224,10-07-2022,70,60,Premium
1,3225,30-10-2022,60,50,Standard
9,3226,08-10-2022,100,90,Premium
18,3227,19-03-2022,50,40,Standard
17,3228,24-11-2022,30,20,Basic
24,3229,23-12-2022,30,20,Basic
2,3230,22-07-2022,60,50,Standard
12,3231,01-07-2022,60,50,Standard
1,3232,05-03-2022,60,50,Standard
23,3233,15-07-2022,40,30,Standard
12,3234,10-07-2022,40,30,Standard
16,3235,03-07-2022,60,50,Standard
14,3236,20-01-2022,60,50,Standard
19,3237,13-01-2022,100,90,Premium
14,3238,06-11-2022,90,80,Premium
16,3239,04-08-2022,100,90,Premium
22,3240,17-05-2022,50,40,Standard
23,3241,09-11-2022,30,20,Basic
9,3242,29-10-2022,100,90,Premium
11,3243,19-09-2022,70,60,Premium
24,3244,21-12-2022,80,70,Premium
24,3245,25-04-2022,90,80,Premium
8,3246,05-09-2022,30,20,Basic
17,3247,02-11-2022,20,10,Basic
8,3248,16-09-2022,80,70,Premium
15,3249,17-02-2022,80,70,Premium
1,3250,07-04-2022,40,30,Standard
20,3251,02-04-2022,60,50,Standard
24,3252,08-02-2022,100,90,Premium
22,3253,10-04-2022,100,90,Premium
13,3254,04-11-2022,20,10,Basic
9,3255,25-08-2022,60,50,Standard
5,3256,03-07-2022,20,10,Basic
2,3257,01-04-2022,60,50,Standard
9,3258,09-04-2022,60,50,Standard
25,3259,17-03-2022,70,60,Premium
22,3260,08-01-2022,80,70,Premium
11,3261,02-03-2022,70,60,Premium
8,3262,28-03-2022,100,90,Premium
22,3263,13-09-2022,30,20,Basic
19,3264,13-12-2022,50,40,Standard
22,3265,10-04-2022,60,50,Standard
14,3266,21-02-2022,80,70,Premium
22,3267,24-02-2022,70,60,Premium
9,3268,07-09-2022,60,50,Standard
3,3269,31-07-2022,90,80,Premium
9,3270,18-09-2022,40,30,Standard
7,3271,31-08-2022,60,50,Standard
7,3272,17-10-2022,20,10,Basic
7,3273,04-03-2022,20,10,Basic
15,3274,06-08-2022,100,90,Premium
8,3275,26-05-2022,60,50,Standard
2,3276,01-09-2022,60,50,Standard
24,3277,21-08-2022,80,70,Premium
21,3278,11-02-2022,100,90,Premium
20,3279,16-09-2022,80,70,Premium
2,3280,14-09-2022,20,10,Basic
2,3281,09-04-2022,30,20,Basic
15,3282,12-08-2022,60,50,Standard
19,3283,23-01-2022,30,20,Basic
18,3284,01-04-2022,90,80,Premium
7,3285,06-06-2022,80,70,Premium
11,3286,09-10-2022,70,60,Premium
10,3287,24-08-2022,100,90,Premium
7,3288,16-07-2022,50,40,Standard
11,3289,05-04-2022,60,50,Standard
11,3290,18-10-2022,40,30,Standard
23,3291,05-07-2022,30,20,Basic
8,3292,02-11-2022,90,80,Premium
1,3293,29-01-2022,20,10,Basic
12,3294,03-07-2022,80,70,Premium
6,3295,21-05-2022,60,50,Standard
12,3296,29-06-2022,70,60,Premium
24,3297,31-08-2022,90,80,Premium
15,3298,23-05-2022,40,30,Standard
24,3299,05-07-2022,80,70,Premium
2,3300,29-06-2022,70,60,Premium
21,3301,24-05-2022,60,50,Standard
18,3302,04-10-2022,90,80,Premium
19,3303,03-07-2022,60,50,Standard
2,3304,22-02-2022,80,70,Premium
11,3305,26-01-2022,100,90,Premium
9,3306,12-07-2022,80,70,Premium
9,3307,21-03-2022,60,50,Standard
14,3308,21-09-2022,80,70,Premium
20,3309,07-11-2022,50,40,Standard
10,3310,06-12-2022,40,30,Standard
7,3311,15-04-2022,50,40,Standard
25,3312,16-06-2022,100,90,Premium
21,3313,15-12-2022,30,20,Basic
1,3314,04-07-2022,70,60,Premium
7,3315,07-11-2022,90,80,Premium
19,3316,16-04-2022,60,50,Standard
13,3317,15-04-2022,30,20,Basic
23,3318,13-08-2022,50,40,Standard
13,3319,21-08-2022,100,90,Premium
4,3320,11-02-2022,50,40,Standard
21,3321,15-02-2022,90,80,Premium
1,3322,06-07-2022,20,10,Basic
14,3323,22-10-2022,30,20,Basic
21,3324,31-03-2022,100,90,Premium
14,3325,28-02-2022,30,20,Basic
7,3326,15-06-2022,40,30,Standard
2,3327,13-02-2022,50,40,Standard
25,3328,18-12-2022,30,20,Basic
10,3329,09-03-2022,20,10,Basic
16,3330,14-05-2022,90,80,Premium
22,3331,17-08-2022,30,20,Basic
17,3332,13-03-2022,80,70,Premium
22,3333,19-06-2022,100,90,Premium
8,3334,30-01-2022,90,80,Premium
14,3335,26-01-2022,40,30,Standard
9,3336,12-05-2022,90,80,Premium
1,3337,23-02-2022,50,40,Standard
18,3338,10-11-2022,90,80,Premium
8,3339,08-05-2022,100,90,Premium
16,3340,12-12-2022,90,80,Premium
7,3341,09-10-2022,60,50,Standard
20,3342,24-08-2022,30,20,Basic
25,3343,22-11-2022,20,10,Basic
21,3344,09-12-2022,90,80,Premium
8,3345,22-02-2022,70,60,Premium
24,3346,22-10-2022,80,70,Premium
9,3347,25-03-2022,60,50,Standard
17,3348,30-09-2022,20,10,Basic
7,3349,09-12-2022,60,50,Standard
20,3350,17-01-2022,40,30,Standard
25,3351,07-09-2022,40,30,Standard
25,3352,04-02-2022,80,70,Premium
19,3353,15-04-2022,70,60,Premium
6,3354,14-02-2022,40,30,Standard
8,3355,22-02-2022,70,60,Premium
17,3356,27-04-2022,60,50,Standard
18,3357,23-12-2022,40,30,Standard
10,3358,07-08-2022,40,30,Standard
15,3359,03-05-2022,100,90,Premium
14,3360,13-03-2022,70,60,Premium
7,3361,14-10-2022,40,30,Standard
13,3362,31-01-2022,20,10,Basic
17,3363,25-04-2022,80,70,Premium
11,3364,22-09-2022,80,70,Premium
5,3365,08-04-2022,30,20,Basic
20,3366,26-11-2022,20,10,Basic
6,3367,22-05-2022,100,90,Premium
22,3368,06-03-2022,50,40,Standard
23,3369,18-10-2022,20,10,Basic
18,3370,31-05-2022,70,60,Premium
17,3371,13-07-2022,80,70,Premium
2,3372,05-09-2022,60,50,Standard
24,3373,21-02-2022,30,20,Basic
14,3374,09-12-2022,100,90,Premium
22,3375,01-11-2022,100,90,Premium
11,3376,03-07-2022,100,90,Premium
1,3377,07-10-2022,60,50,Standard
14,3378,07-10-2022,20,10,Basic
25,3379,27-11-2022,70,60,Premium
2,3380,19-07-2022,60,50,Standard
15,3381,10-11-2022,80,70,Premium
2,3382,12-09-2022,30,20,Basic
2,3383,24-06-2022,60,50,Standard
19,3384,13-03-2022,90,80,Premium
2,3385,30-08-2022,30,20,Basic
24,3386,21-04-2022,30,20,Basic
18,3387,09-07-2022,90,80,Premium
23,3388,19-10-2022,70,60,Premium
25,3389,10-10-2022,80,70,Premium
23,3390,11-12-2022,50,40,Standard
22,3391,01-03-2022,90,80,Premium
2,3392,23-03-2022,80,70,Premium
11,3393,25-12-2022,90,80,Premium
6,3394,06-04-2022,100,90,Premium
5,3395,14-11-2022,70,60,Premium
20,3396,14-04-2022,20,10,Basic
7,3397,06-10-2022,70,60,Premium
22,3398,01-07-2022,20,10,Basic
17,3399,29-12-2022,70,60,Premium
22,3400,07-05-2022,40,30,Standard
15,3401,26-12-2022,20,10,Basic
3,3402,18-06-2022,40,30,Standard
22,3403,03-05-2022,100,90,Premium
21,3404,06-06-2022,80,70,Premium
23,3405,30-12-2022,30,20,Basic
17,3406,11-09-2022,30,20,Basic
2,3407,17-06-2022,30,20,Basic
11,3408,08-12-2022,60,50,Standard
18,3409,15-07-2022,50,40,Standard
21,3410,08-01-2022,20,10,Basic
18,3411,26-10-2022,70,60,Premium
21,3412,24-05-2022,70,60,Premium
7,3413,20-04-2022,30,20,Basic
4,3414,23-09-2022,90,80,Premium
3,3415,27-02-2022,70,60,Premium
17,3416,13-08-2022,90,80,Premium
4,3417,10-01-2022,60,50,Standard
17,3418,27-03-2022,90,80,Premium
7,3419,23-10-2022,50,40,Standard
25,3420,05-04-2022,70,60,Premium
6,3421,15-04-2022,20,10,Basic
24,3422,04-09-2022,80,70,Premium
23,3423,29-04-2022,20,10,Basic
15,3424,25-07-2022,20,10,Basic
7,3425,14-11-2022,100,90,Premium
7,3426,06-02-2022,90,80,Premium
14,3427,08-12-2022,50,40,Standard
9,3428,27-05-2022,60,50,Standard
3,3429,17-08-2022,30,20,Basic
8,3430,23-06-2022,40,30,Standard
10,3431,21-05-2022,60,50,Standard
15,3432,22-06-2022,70,60,Premium
20,3433,14-07-2022,60,50,Standard
16,3434,30-12-2022,50,40,Standard
20,3435,28-01-2022,30,20,Basic
1,3436,30-06-2022,40,30,Standard
13,3437,02-10-2022,70,60,Premium
18,3438,07-10-2022,70,60,Premium
17,3439,27-05-2022,50,40,Standard
21,3440,17-05-2022,100,90,Premium
23,3441,09-06-2022,100,90,Premium
4,3442,13-04-2022,40,30,Standard
25,3443,04-04-2022,90,80,Premium
19,3444,28-01-2022,40,30,Standard
8,3445,01-04-2022,80,70,Premium
4,3446,24-12-2022,100,90,Premium
12,3447,11-05-2022,30,20,Basic
14,3448,04-08-2022,50,40,Standard
1,3449,02-01-2022,50,40,Standard
25,3450,04-01-2022,40,30,Standard
8,3451,15-02-2022,60,50,Standard
15,3452,14-11-2022,60,50,Standard
7,3453,10-06-2022,40,30,Standard
17,3454,10-01-2022,100,90,Premium
14,3455,26-10-2022,70,60,Premium
23,3456,14-12-2022,80,70,Premium
8,3457,07-10-2022,100,90,Premium
22,3458,22-02-2022,90,80,Premium
21,3459,06-04-2022,90,80,Premium
18,3460,22-07-2022,70,60,Premium
13,3461,31-07-2022,40,30,Standard
22,3462,11-05-2022,30,20,Basic
24,3463,10-06-2022,60,50,Standard
25,3464,21-10-2022,90,80,Premium
8,3465,09-07-2022,40,30,Standard
10,3466,03-10-2022,70,60,Premium
22,3467,26-12-2022,80,70,Premium
16,3468,03-02-2022,30,20,Basic
19,3469,16-06-2022,60,50,Standard
8,3470,15-07-2022,40,30,Standard
3,3471,20-05-2022,20,10,Basic
1,3472,21-04-2022,30,20,Basic
9,3473,28-06-2022,90,80,Premium
9,3474,28-04-2022,40,30,Standard
19,3475,02-02-2022,80,70,Premium
4,3476,21-05-2022,50,40,Standard
9,3477,07-05-2022,60,50,Standard
9,3478,08-10-2022,30,20,Basic
8,3479,09-07-2022,60,50,Standard
8,3480,13-05-2022,30,20,Basic
13,3481,28-03-2022,100,90,Premium
1,3482,26-01-2022,90,80,Premium
8,3483,30-08-2022,40,30,Standard
24,3484,20-08-2022,60,50,Standard
22,3485,09-06-2022,40,30,Standard
5,3486,15-06-2022,80,70,Premium
9,3487,19-04-2022,20,10,Basic
15,3488,15-12-2022,100,90,Premium
7,3489,27-05-2022,40,30,Standard
17,3490,11-06-2022,20,10,Basic
19,3491,01-01-2022,60,50,Standard
19,3492,06-09-2022,100,90,Premium
5,3493,09-05-2022,30,20,Basic
17,3494,02-01-2022,90,80,Premium
16,3495,17-07-2022,50,40,Standard
15,3496,11-08-2022,90,80,Premium
10,3497,20-04-2022,20,10,Basic
20,3498,07-10-2022,90,80,Premium
22,3499,25-02-2022,100,90,Premium
6,3500,02-03-2022,70,60,Premium
19,3501,22-03-2022,30,20,Basic
15,3502,06-04-2022,80,70,Premium
10,3503,04-12-2022,90,80,Premium
22,3504,31-10-2022,90,80,Premium
15,3505,23-05-2022,50,40,Standard
23,3506,11-04-2022,100,90,Premium
24,3507,21-08-2022,100,90,Premium
1,3508,02-12-2022,20,10,Basic
5,3509,18-04-2022,100,90,Premium
23,3510,17-11-2022,40,30,Standard
18,3511,06-12-2022,20,10,Basic
15,3512,30-03-2022,60,50,Standard
14,3513,07-09-2022,20,10,Basic
22,3514,06-12-2022,80,70,Premium
22,3515,30-11-2022,90,80,Premium
13,3516,27-08-2022,70,60,Premium
3,3517,19-07-2022,20,10,Basic
15,3518,10-02-2022,100,90,Premium
15,3519,10-02-2022,90,80,Premium
12,3520,19-01-2022,60,50,Standard
18,3521,04-10-2022,70,60,Premium
18,3522,25-11-2022,80,70,Premium
15,3523,10-04-2022,60,50,Standard
13,3524,18-06-2022,30,20,Basic
6,3525,18-05-2022,60,50,Standard
5,3526,13-07-2022,30,20,Basic
9,3527,21-10-2022,40,30,Standard
7,3528,27-08-2022,70,60,Premium
8,3529,10-02-2022,60,50,Standard
8,3530,02-10-2022,90,80,Premium
16,3531,22-03-2022,80,70,Premium
16,3532,04-07-2022,50,40,Standard
12,3533,17-10-2022,80,70,Premium
8,3534,22-11-2022,30,20,Basic
12,3535,25-06-2022,100,90,Premium
25,3536,05-09-2022,90,80,Premium
11,3537,19-11-2022,60,50,Standard
2,3538,04-03-2022,50,40,Standard
22,3539,27-04-2022,60,50,Standard
16,3540,10-09-2022,70,60,Premium
10,3541,18-08-2022,80,70,Premium
19,3542,29-06-2022,100,90,Premium
2,3543,01-05-2022,20,10,Basic
4,3544,15-08-2022,90,80,Premium
1,3545,02-06-2022,60,50,Standard
2,3546,01-01-2022,30,20,Basic
5,3547,08-08-2022,100,90,Premium
16,3548,08-12-2022,50,40,Standard
9,3549,29-01-2022,50,40,Standard
25,3550,18-11-2022,40,30,Standard
15,3551,31-07-2022,40,30,Standard
10,3552,01-08-2022,50,40,Standard
10,3553,16-10-2022,80,70,Premium
11,3554,28-12-2022,60,50,Standard
9,3555,24-11-2022,100,90,Premium
20,3556,14-05-2022,30,20,Basic
25,3557,19-02-2022,30,20,Basic
13,3558,04-11-2022,20,10,Basic
7,3559,14-10-2022,90,80,Premium
14,3560,29-04-2022,100,90,Premium
4,3561,28-03-2022,100,90,Premium
17,3562,20-11-2022,20,10,Basic
4,3563,03-04-2022,70,60,Premium
11,3564,13-05-2022,80,70,Premium
16,3565,08-04-2022,80,70,Premium
22,3566,21-04-2022,70,60,Premium
17,3567,09-09-2022,20,10,Basic
19,3568,07-07-2022,70,60,Premium
10,3569,07-04-2022,40,30,Standard
24,3570,08-12-2022,100,90,Premium
25,3571,22-02-2022,70,60,Premium
11,3572,13-11-2022,90,80,Premium
16,3573,12-05-2022,60,50,Standard
11,3574,05-10-2022,80,70,Premium
23,3575,25-05-2022,80,70,Premium
2,3576,11-04-2022,20,10,Basic
24,3577,19-01-2022,50,40,Standard
11,3578,10-09-2022,90,80,Premium
12,3579,31-01-2022,40,30,Standard
22,3580,28-12-2022,40,30,Standard
23,3581,05-01-2022,60,50,Standard
12,3582,31-12-2022,80,70,Premium
17,3583,29-04-2022,70,60,Premium
4,3584,16-09-2022,50,40,Standard
4,3585,06-03-2022,70,60,Premium
5,3586,01-10-2022,40,30,Standard
6,3587,17-01-2022,80,70,Premium
24,3588,18-09-2022,90,80,Premium
9,3589,15-11-2022,30,20,Basic
19,3590,25-01-2022,40,30,Standard
8,3591,31-01-2022,60,50,Standard
19,3592,18-05-2022,60,50,Standard
5,3593,21-08-2022,20,10,Basic
17,3594,22-07-2022,50,40,Standard
6,3595,13-08-2022,70,60,Premium
4,3596,15-04-2022,60,50,Standard
2,3597,30-12-2022,30,20,Basic
2,3598,09-04-2022,30,20,Basic
1,3599,05-03-2022,70,60,Premium
14,3600,04-03-2022,50,40,Standard
7,3601,30-01-2022,20,10,Basic
21,3602,14-02-2022,90,80,Premium
24,3603,04-05-2022,30,20,Basic
4,3604,12-07-2022,70,60,Premium
18,3605,20-05-2022,90,80,Premium
5,3606,24-08-2022,20,10,Basic
5,3607,13-02-2022,60,50,Standard
12,3608,01-02-2022,90,80,Premium
15,3609,19-10-2022,70,60,Premium
9,3610,03-01-2022,40,30,Standard
20,3611,10-02-2022,100,90,Premium
12,3612,03-08-2022,30,20,Basic
13,3613,21-12-2022,100,90,Premium
22,3614,03-07-2022,30,20,Basic
16,3615,08-03-2022,50,40,Standard
20,3616,16-06-2022,20,10,Basic
3,3617,08-02-2022,30,20,Basic
8,3618,22-07-2022,90,80,Premium
24,3619,06-04-2022,90,80,Premium
12,3620,21-10-2022,90,80,Premium
22,3621,07-03-2022,100,90,Premium
19,3622,15-10-2022,90,80,Premium
18,3623,25-06-2022,30,20,Basic
11,3624,14-09-2022,40,30,Standard
17,3625,09-02-2022,90,80,Premium
1,3626,26-09-2022,100,90,Premium
16,3627,05-11-2022,90,80,Premium
2,3628,05-08-2022,40,30,Standard
6,3629,20-08-2022,100,90,Premium
23,3630,24-09-2022,100,90,Premium
12,3631,16-04-2022,90,80,Premium
2,3632,04-04-2022,60,50,Standard
11,3633,26-06-2022,40,30,Standard
24,3634,11-10-2022,60,50,Standard
5,3635,23-12-2022,70,60,Premium
14,3636,19-09-2022,20,10,Basic
24,3637,04-10-2022,70,60,Premium
8,3638,24-02-2022,100,90,Premium
2,3639,22-02-2022,20,10,Basic
11,3640,03-09-2022,60,50,Standard
8,3641,07-06-2022,50,40,Standard
4,3642,05-01-2022,50,40,Standard
11,3643,18-02-2022,20,10,Basic
3,3644,20-05-2022,30,20,Basic
16,3645,03-08-2022,90,80,Premium
16,3646,31-05-2022,20,10,Basic
24,3647,15-06-2022,20,10,Basic
17,3648,02-12-2022,70,60,Premium
24,3649,12-09-2022,40,30,Standard
9,3650,29-06-2022,30,20,Basic
2,3651,04-04-2022,90,80,Premium
19,3652,12-03-2022,40,30,Standard
14,3653,06-12-2022,50,40,Standard
17,3654,08-06-2022,80,70,Premium
12,3655,08-09-2022,60,50,Standard
2,3656,17-06-2022,70,60,Premium
17,3657,18-12-2022,100,90,Premium
10,3658,28-10-2022,100,90,Premium
15,3659,01-07-2022,100,90,Premium
13,3660,24-07-2022,50,40,Standard
5,3661,14-11-2022,70,60,Premium
19,3662,26-01-2022,40,30,Standard
5,3663,22-03-2022,40,30,Standard
7,3664,14-06-2022,90,80,Premium
8,3665,10-06-2022,30,20,Basic
14,3666,13-02-2022,30,20,Basic
10,3667,23-01-2022,40,30,Standard
5,3668,12-05-2022,60,50,Standard
22,3669,24-10-2022,40,30,Standard
23,3670,04-03-2022,60,50,Standard
4,3671,25-12-2022,30,20,Basic
9,3672,28-05-2022,30,20,Basic
12,3673,19-05-2022,20,10,Basic
8,3674,22-10-2022,30,20,Basic
4,3675,18-10-2022,70,60,Premium
16,3676,24-05-2022,30,20,Basic
11,3677,16-03-2022,30,20,Basic
7,3678,18-08-2022,20,10,Basic
22,3679,18-02-2022,40,30,Standard
25,3680,15-09-2022,70,60,Premium
22,3681,27-12-2022,90,80,Premium
9,3682,07-10-2022,80,70,Premium
21,3683,22-12-2022,50,40,Standard
18,3684,19-11-2022,100,90,Premium
12,3685,04-02-2022,60,50,Standard
7,3686,28-07-2022,90,80,Premium
3,3687,17-12-2022,50,40,Standard
15,3688,22-06-2022,60,50,Standard
19,3689,10-09-2022,60,50,Standard
14,3690,29-10-2022,40,30,Standard
14,3691,17-10-2022,90,80,Premium
3,3692,18-12-2022,40,30,Standard
20,3693,01-02-2022,30,20,Basic
18,3694,07-09-2022,50,40,Standard
23,3695,15-04-2022,100,90,Premium
5,3696,13-05-2022,40,30,Standard
4,3697,01-06-2022,60,50,Standard
5,3698,08-08-2022,80,70,Premium
